"Ausgangsjahr","Gesetz_Nummer","Gesetz_Abk","Reihenfolge_Titel","Titel","Reihenfolge_Haupttitel","Haupttitel","Artikel","Tatbestand","Straftaten_total","Straftaten_vollendet","Straftaten_versucht","Einwohner","Häufigkeitszahl"
2015,311.0,StGB,14,Total gegen den Volkswillen,5,Total übrige Titel StGB,282bis,Stimmenfang,0,0,0,1446354,0
2015,311.0,StGB,14,Total gegen den Volkswillen,5,Total übrige Titel StGB,283,Verletzung des Abstimmungs- und Wahlgeheimnisses,0,0,0,1446354,0
2015,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,285,Gewalt und Drohung gegen Behörden und Beamte,655,654,1,1446354,0.5
2015,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,286,Hinderung einer Amtshandlung,518,518,0,1446354,0.4
2015,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,287,Amtsanmassung,14,13,1,1446354,0
2015,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,289,Bruch amtlicher Beschlagnahme,1,1,0,1446354,0
2015,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,290,Siegelbruch,3,3,0,1446354,0
2015,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,291,Verweisungsbruch,3,3,0,1446354,0
2015,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,292,Ungehorsam gegen amtliche Verfügungen,959,959,0,1446354,0.7
2015,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,293,Veröffentlichung amtlicher geheimer Verhandlungen,0,0,0,1446354,0
2015,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,294,Übertretung Berufsverbot,0,0,0,1446354,0
2015,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,294,Missachtung eines Tätigkeitsverbots oder eines Kontakt- und Rayonverbots,0,0,0,1446354,0
2015,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,295,Missachtung von Bewährungshilfe oder Weisungen,0,0,0,1446354,0
2015,311.0,StGB,16,Total Störung Beziehungen zum Ausland,5,Total übrige Titel StGB,296,Beleidigung eines fremden Staates,0,0,0,1446354,0
2015,311.0,StGB,16,Total Störung Beziehungen zum Ausland,5,Total übrige Titel StGB,297,Beleidigung zwischenstaatlicher Organisationen,0,0,0,1446354,0
2015,311.0,StGB,16,Total Störung Beziehungen zum Ausland,5,Total übrige Titel StGB,298,Tätliche Angriffe auf fremde Hoheitszeichen,1,1,0,1446354,0
2015,311.0,StGB,16,Total Störung Beziehungen zum Ausland,5,Total übrige Titel StGB,299,Verletzung fremder Hoheitszeichen,0,0,0,1446354,0
2015,311.0,StGB,16,Total Störung Beziehungen zum Ausland,5,Total übrige Titel StGB,300,Feindseligkeiten gegen einen Kriegführenden oder fremde Truppen,0,0,0,1446354,0
2015,311.0,StGB,16,Total Störung Beziehungen zum Ausland,5,Total übrige Titel StGB,301,Nachrichtendienst gegen fremde Staaten,0,0,0,1446354,0
2015,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,303,Falsche Anschuldigung,162,160,2,1446354,0.1
2015,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,304,Irreführung der Rechtspflege,122,121,1,1446354,0.1
2015,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,305,Begünstigung,54,51,3,1446354,0
2015,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,305bis,Geldwäscherei,91,80,11,1446354,0.1
2015,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,305ter,Mangelnde Sorgfalt bei Finanzgeschäften und Melderecht,1,1,0,1446354,0
2015,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,306,Falsche Beweisaussage Partei,1,1,0,1446354,0
2015,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,307,Falsches Zeugnis/Gutachten/Übersetzung,4,4,0,1446354,0
2015,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,310,Befreiung Gefangener,0,0,0,1446354,0
2015,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,311,Meuterei von Gefangenen,0,0,0,1446354,0
2015,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,312,Amtsmissbrauch,47,47,0,1446354,0
2015,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,313,Gebührenüberforderung,0,0,0,1446354,0
2015,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,314,Ungetreue Amtsführung,3,3,0,1446354,0
2015,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,317,Urkundenfälschung im Amt,0,0,0,1446354,0
2015,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,318,Falsches ärztliches Zeugnis,4,4,0,1446354,0
2015,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,319,Entweichenlassen Gefangener,1,1,0,1446354,0
2015,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,320,Verletzung Amtsgeheimnis,19,19,0,1446354,0
2015,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,321,Verletzung Berufsgeheimnis,2,2,0,1446354,0
2015,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,321bis,Verletzung des Berufsgeheimnisses in der Forschung am Menschen,0,0,0,1446354,0
2015,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,321ter,Verletzung Post-/Fernmeldegeheimnis,58,58,0,1446354,0
2015,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,322,Verletzung Auskunftspflicht der Medien,0,0,0,1446354,0
2015,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,322bis,Nichtverhinderung einer strafbaren Veröffentlichung,0,0,0,1446354,0
2015,311.0,StGB,19,Total Bestechung,5,Total übrige Titel StGB,322ter,Bestechen,24,0,24,1446354,0
2015,311.0,StGB,19,Total Bestechung,5,Total übrige Titel StGB,322quater,Bestechen lassen,1,1,0,1446354,0
2015,311.0,StGB,19,Total Bestechung,5,Total übrige Titel StGB,322quinquies,Vorteilsgewährung,1,1,0,1446354,0
2015,311.0,StGB,19,Total Bestechung,5,Total übrige Titel StGB,322sexies,Vorteilsannahme,3,3,0,1446354,0
2015,311.0,StGB,19,Total Bestechung,5,Total übrige Titel StGB,322septies,Bestechung fremder Amtsträger,1,1,0,1446354,0
2015,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,323,Ungehorsam des Schuldners im Betreibungs- und Konkursverfahren,392,392,0,1446354,0.3
2015,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,324,"Ungehorsam dritter Personen im Betreibungs-, Konkurs- und Nachlassverfahren",1,1,0,1446354,0
2015,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,325,Ordnungswidrige Führung der Geschäftsbücher,22,22,0,1446354,0
2015,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,325bis,Widerhandlungen gegen Mieterschutz,0,0,0,1446354,0
2015,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,325bis,Verletzung der Vorschriften betreffend die Berichterstattung über Zahlungen an staatliche Stellen,0,0,0,1446354,0
2015,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,325ter,Verletzung anderer Berichtspflichten,0,0,0,1446354,0
2015,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,325quater,Widerhandlungen gegen die Bestimmungen zum Schutz der Mieter von Wohn- und Geschäftsräumen,0,0,0,1446354,0
2015,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,326bis,Präz. Artikel 325quater,0,0,0,1446354,0
2015,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,326ter,Übertretung firmen- und namensrechtliche Bestimmung,1,1,0,1446354,0
2015,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,326quater,Unwahre Auskunft durch Personalvorsorgeeinrichtung,0,0,0,1446354,0
2015,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,328,Nachmachen Postwertzeichen,0,0,0,1446354,0
2015,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,329,Verletzung militärischer Geheimnisse,0,0,0,1446354,0
2015,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,330,Handel mit militärisch beschlagnahmten Material,0,0,0,1446354,0
2015,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,331,Unbefugtes Tragen der militärischen Uniform,0,0,0,1446354,0
2015,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,332,Nichtanzeigen Fund,128,128,0,1446354,0.1
2015,812.121,BetmG,801,Total Übertretungen,801,Total Übertretungen,19a Ziff. 1,Konsum (Übertretung),5607,,,1446354,3.9
2015,812.121,BetmG,801,Total Übertretungen,801,Total Übertretungen,19 Abs. 1 lit. d + 19a Ziff. 1,Besitz/Sicherstellung (Ü.),3684,,,1446354,2.5
2015,812.121,BetmG,801,Total Übertretungen,801,Total Übertretungen,19 Abs. 1 lit. a + 19a Ziff. 1,Anbau/Herstellung (Ü.),83,,,1446354,0.1
2015,812.121,BetmG,802,Total leichte Fälle,802,Total leichte Fälle,19 Abs. 1 lit. d,Besitz/Sicherst. (leichter Fall),2742,,,1446354,1.9
2015,812.121,BetmG,802,Total leichte Fälle,802,Total leichte Fälle,19 Abs. 1 lit. a,Anbau/Herstellung (l.F.),855,,,1446354,0.6
2015,812.121,BetmG,802,Total leichte Fälle,802,Total leichte Fälle,"19 Abs. 1 lit. c, e-f, u.a.",Handel (l.F.),1317,,,1446354,0.9
2015,812.121,BetmG,802,Total leichte Fälle,802,Total leichte Fälle,19 Abs. 1 lit. b,"Einfuhr, Ausfuhr, Transit (l.F.)",974,,,1446354,0.7
2015,812.121,BetmG,803,Total schwere Fälle,803,Total schwere Fälle,19 Abs. 1 lit. d + Abs. 2 lit. a-c,Besitz/Sicherst. (schwerer Fall),393,,,1446354,0.3
2015,812.121,BetmG,803,Total schwere Fälle,803,Total schwere Fälle,19 Abs. 1 lit. a + Abs. 2 lit. a-c,Anbau/Herstellung (s.F.),49,,,1446354,0
2015,812.121,BetmG,803,Total schwere Fälle,803,Total schwere Fälle,"19 Abs. 1 lit. c, e-f + Abs. 2 lit. a-c, u.a.",Handel (s.F.),555,,,1446354,0.4
2015,812.121,BetmG,803,Total schwere Fälle,803,Total schwere Fälle,19 Abs. 1 lit. b + Abs. 2 lit. a-c,"Einfuhr, Ausfuhr, Transit (s.F.)",117,,,1446354,0.1
2015,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,115 Abs. 1 lit. a,Rechtswidrige Einreise (inkl. fahrlässig),2471,,,1446354,1.7
2015,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,115 Abs. 1 lit. b,Rechtswidriger Aufenthalt (inkl. fahrlässig),3141,,,1446354,2.2
2015,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,115 Abs. 1 lit. d,Ein- / Ausreise über nicht bewilligte Grenzübergangsstelle,10,,,1446354,0
2015,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,115 Abs. 2,Verletz. der Einreisebestimmungen in fremdes Hoheitsgebiet,91,,,1446354,0.1
2015,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,115 Abs. 1 lit. c,Unbewilligte Erwerbstätigkeit (inkl. fahrlässig),900,,,1446354,0.6
2015,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,116 Abs. 1 lit. b (+ Abs. 3),Förderung der Erwerbstätigkeit ohne Bewilligung,21,,,1446354,0
2015,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,117,(Wiederholte) Beschäftigung von Ausländern ohne Bewilligung (inkl. fahrlässig),398,,,1446354,0.3
2015,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,120 Abs. 1 lit. b,Stellenwechsel ohne Bewilligung,0,,,1446354,0
2015,142.20,AIG,1423,Total Täuschung der Behörden,1423,Total Täuschung der Behörden,118 Abs. 1 (+ Abs. 3),Täuschung der Behörden,113,,,1446354,0.1
2015,142.20,AIG,1423,Total Täuschung der Behörden,1423,Total Täuschung der Behörden,118 Abs. 2 (+ Abs. 3),Täuschung im Bereich Scheinehe,9,,,1446354,0
2015,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,116 Abs. 1 lit. a (+ Abs. 3),Förderung rechtswidrige Ein- / Ausreise / Aufenthalt,277,,,1446354,0.2
2015,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,116 Abs. 1 lit. a bis (+ Abs. 3),Förderung rechtswidrige Ein- / Durch- / Ausreise / Aufenthalt in Schengen-Staat,0,,,1446354,0
2015,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,116 Abs. 1 lit. c (+ Abs. 3),Förderung rechtswidrige Einreise in fremdes Hoheitsgebiet,3,,,1446354,0
2015,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,116 Abs. 3,Erleichterungen mit Bereicherungsabsicht / organisiert,30,,,1446354,0
2015,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1425,Total weitere Widerhandlungen gegen AIG,119 Abs. 1,Missachtung Ein- oder Ausgrenzung,334,,,1446354,0.2
2015,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1425,Total weitere Widerhandlungen gegen AIG,120 Abs. 1 lit. a,Verletzen der An- oder Abmeldepflichten,151,,,1446354,0.1
2015,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1425,Total weitere Widerhandlungen gegen AIG,120 Abs. 1 lit. c,Wohnortwechsel in anderen Kanton ohne Bewilligung,12,,,1446354,0
2015,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1425,Total weitere Widerhandlungen gegen AIG,120 Abs. 1 lit. d,Nichteinhaltung mit Bewilligung verbundenen Bedingungen,0,,,1446354,0
2015,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1425,Total weitere Widerhandlungen gegen AIG,120 Abs. 1 lit. e,Nichtnachk. Mitwirkungspflicht bei Beschaffung der Ausweisp.,309,,,1446354,0.2
2015,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1425,Total weitere Widerhandlungen gegen AIG,120,Weitere Widerhandlungen gegen Art. 120,1129,,,1446354,0.8
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,111-113/116,Tötungsdelikte,36,10,26,1466424,0
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,114,Tötung auf Verlangen,0,0,0,1466424,0
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,115,Verleitung und Beihilfe zum Selbstmord,0,0,0,1466424,0
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,117,Fahrlässige Tötung,5,5,0,1466424,0
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,118,Strafbarer Schwangerschaftsabbruch,2,0,2,1466424,0
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,120,Übertretungen durch Ärztinnen und Ärzte,0,0,0,1466424,0
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,122,Schwere Körperverletzung,178,116,62,1466424,0.1
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,123,Einfache Körperverletzung,1350,1275,75,1466424,0.9
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,124,Verstümmelung weiblicher Genitalien,0,0,0,1466424,0
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,125,Fahrlässige Körperverletzung,211,211,0,1466424,0.1
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,126,Tätlichkeiten,2944,2944,0,1466424,2
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,127,Aussetzung,2,2,0,1466424,0
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,128,Unterlassung der Nothilfe,13,13,0,1466424,0
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,128bis,Falscher Alarm,20,20,0,1466424,0
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,129,Gefährdung des Lebens,96,94,2,1466424,0.1
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,133,Raufhandel,198,198,0,1466424,0.1
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,134,Angriff,299,299,0,1466424,0.2
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,135,Gewaltdarstellungen,6,6,0,1466424,0
2016,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,136,Verabreichen gesundheitsgefährdender Stoffe an Kinder,15,14,1,1466424,0
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,137,Unrechtmässige Aneignung inkl. geringfügig,955,948,7,1466424,0.7
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,138,Veruntreuung inkl. geringfügig,413,406,7,1466424,0.3
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Diebstahl inkl. geringfügig,10781,10718,63,1466424,7.4
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Einbruchdiebstahl,6373,3816,2557,1466424,4.3
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Einschleichdiebstahl,1579,1483,96,1466424,1.1
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Entreissdiebstahl,368,353,15,1466424,0.3
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Ladendiebstahl inkl. geringfügig,3058,3022,36,1466424,2.1
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Taschendiebstahl,4538,4498,40,1466424,3.1
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Trickdiebstahl,572,551,21,1466424,0.4
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Hausgenossendiebstahl inkl. geringfügig,6,6,0,1466424,0
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Fahrzeugeinbruchdiebstahl inkl. geringfügig,1077,836,241,1466424,0.7
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Fahrzeugdiebstahl,6800,6755,45,1466424,4.6
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Diebstahl ab/aus Fahrzeug inkl. geringfügig,765,737,28,1466424,0.5
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,140,Raub,436,371,65,1466424,0.3
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,141,Sachentziehung inkl. geringfügig,170,168,2,1466424,0.1
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,141bis,Unrechtmässige Verwendung von Vermögenswerten,3,3,0,1466424,0
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,142,Unrechtmässige Entziehung von Energie,7,7,0,1466424,0
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,143,Unbefugte Datenbeschaffung,192,185,7,1466424,0.1
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,143bis,Unbefugtes Eindringen in ein Datenverarbeitungssystem,94,90,4,1466424,0.1
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,144,Sachbeschädigung inkl. geringfügig,9171,9167,4,1466424,6.3
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,144,Sachbeschädigung und Diebstahl,7971,7940,31,1466424,5.4
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,144,Datenbeschädigung inkl. geringfügig,64,63,1,1466424,0
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,145,Veruntreuung und Entzug von Pfandsachen und Retentionsgegeständen,2,2,0,1466424,0
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,146,Betrug inkl. geringfügig,1534,1226,308,1466424,1
2016,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,146,Darlehensbetrug inkl. geringfügig,34,32,2,1466424,0
